series_id,series_name,date,value,footnotes,is_outlier,value_suspect,year,quarter
JTS000000000000000HIL,Total nonfarm: hires,2026-07-01,5054,P: preliminary,False,False,2026,3
JTS000000000000000JOL,Total nonfarm: job openings,2015-01-01,5344,,False,False,2015,1
JTS000000000000000JOL,Total nonfarm: job openings,2015-02-01,5466,,False,False,2015,1
JTS000000000000000JOL,Total nonfarm: job openings,2015-03-01,5210,,False,False,2015,1
JTS000000000000000JOL,Total nonfarm: job openings,2015-04-01,5598,,False,False,2015,2
JTS000000000000000JOL,Total nonfarm: job openings,2015-05-01,5563,,False,False,2015,2
JTS000000000000000JOL,Total nonfarm: job openings,2015-06-01,5248,,False,False,2015,2
JTS000000000000000JOL,Total nonfarm: job openings,2015-07-01,6056,,False,False,2015,3
JTS000000000000000JOL,Total nonfarm: job openings,2015-08-01,5467,,False,False,2015,3
JTS000000000000000JOL,Total nonfarm: job openings,2015-09-01,5488,,False,False,2015,3
JTS000000000000000JOL,Total nonfarm: job openings,2015-10-01,5773,,False,False,2015,4
JTS000000000000000JOL,Total nonfarm: job openings,2015-11-01,5708,,False,False,2015,4
JTS000000000000000JOL,Total nonfarm: job openings,2015-12-01,5845,,False,False,2015,4
JTS000000000000000JOL,Total nonfarm: job openings,2016-01-01,6012,,False,False,2016,1
JTS000000000000000JOL,Total nonfarm: job openings,2016-02-01,5770,,False,False,2016,1
JTS000000000000000JOL,Total nonfarm: job openings,2016-03-01,6129,,False,False,2016,1
JTS000000000000000JOL,Total nonfarm: job openings,2016-04-01,5803,,False,False,2016,2
JTS000000000000000JOL,Total nonfarm: job openings,2016-05-01,5777,,False,False,2016,2
JTS000000000000000JOL,Total nonfarm: job openings,2016-06-01,5742,,False,False,2016,2
JTS000000000000000JOL,Total nonfarm: job openings,2016-07-01,5962,,False,False,2016,3
JTS000000000000000JOL,Total nonfarm: job openings,2016-08-01,5677,,False,False,2016,3
JTS000000000000000JOL,Total nonfarm: job openings,2016-09-01,5868,,False,False,2016,3
JTS000000000000000JOL,Total nonfarm: job openings,2016-10-01,5591,,False,False,2016,4
JTS000000000000000JOL,Total nonfarm: job openings,2016-11-01,5971,,False,False,2016,4
JTS000000000000000JOL,Total nonfarm: job openings,2016-12-01,5964,,False,False,2016,4
JTS000000000000000JOL,Total nonfarm: job openings,2017-01-01,5617,,False,False,2017,1
JTS000000000000000JOL,Total nonfarm: job openings,2017-02-01,5923,,False,False,2017,1
JTS000000000000000JOL,Total nonfarm: job openings,2017-03-01,5811,,False,False,2017,1
JTS000000000000000JOL,Total nonfarm: job openings,2017-04-01,6091,,False,False,2017,2
JTS000000000000000JOL,Total nonfarm: job openings,2017-05-01,5826,,False,False,2017,2
JTS000000000000000JOL,Total nonfarm: job openings,2017-06-01,6305,,False,False,2017,2
JTS000000000000000JOL,Total nonfarm: job openings,2017-07-01,6238,,False,False,2017,3
